Row_ID,Ship_Mode,Shipping_Cost,Order_Priority
43734,"Standard Class",13.87,Medium
43735,"Standard Class",3.09,Medium
43736,"Second Class",2.98,High
43737,"Standard Class",10.67,High
43738,"Standard Class",0.90,High
43739,"Standard Class",3.03,High
43740,"Same Day",3.59,Medium
43741,"Second Class",5.20,Critical
43742,"Second Class",97.38,Critical
43743,"Second Class",3.06,Critical
43744,"Standard Class",20.23,Medium
43745,"Standard Class",4.29,Medium
43746,"First Class",2.61,Medium
43747,"First Class",3.82,Medium
43748,"First Class",35.86,High
43749,"Standard Class",5.26,High
43750,"Standard Class",26.48,Medium
43751,"Second Class",3.99,Medium
43752,"Second Class",4.81,Medium
43753,"Second Class",0.29,Medium
43754,"Second Class",0.53,Medium
43755,"Second Class",2.06,Medium
43756,"Second Class",1.72,Medium
43757,"Second Class",1.17,Medium
43758,"Second Class",0.20,Medium
43759,"Second Class",14.00,Medium
43760,"Second Class",0.12,Medium
43761,"Standard Class",2.43,Medium
43762,"Standard Class",4.43,Medium
43763,"Standard Class",5.69,Medium
43764,"Standard Class",0.50,Medium
43765,"Standard Class",6.62,Medium
43766,"Standard Class",18.92,Medium
43767,"Second Class",29.15,Critical
43768,"Second Class",5.46,Critical
43769,"Standard Class",5.54,Medium
43770,"Standard Class",36.76,Medium
43771,"Standard Class",19.88,Medium
43772,"Standard Class",2.16,Medium
43773,"Standard Class",60.18,Medium
43774,"First Class",5.97,High
43775,"First Class",4.30,High
43776,"Second Class",2.16,Medium
43777,"Standard Class",6.01,High
43778,"Standard Class",13.50,High
43779,"Standard Class",0.63,High
43780,"Second Class",21.90,Medium
43781,"Standard Class",11.82,Medium
43782,"Standard Class",2.36,High
43783,"Second Class",54.29,Medium
43784,"Second Class",1.39,Medium
43785,"Second Class",5.45,Medium
43786,"Standard Class",17.24,Medium
43787,"Standard Class",7.02,High
43788,"Standard Class",29.64,High
43789,"Standard Class",34.31,High
43790,"Standard Class",0.15,Medium
43791,"Standard Class",0.18,Medium
43792,"Standard Class",14.18,High
43793,"Standard Class",4.54,High
43794,"Standard Class",24.74,High
43795,"Standard Class",1.52,Low
43796,"Standard Class",8.91,Medium
43797,"Standard Class",9.26,Medium
43798,"Standard Class",8.32,Medium
43799,"Standard Class",2.94,High
43800,"Standard Class",5.25,High
43801,"Standard Class",25.49,High
43802,"Standard Class",62.11,High
43803,"First Class",5.29,Medium
43804,"Standard Class",1.55,Medium
43805,"Standard Class",5.15,Medium
43806,"Second Class",25.20,High
43807,"Second Class",27.57,High
43808,"Second Class",5.22,High
43809,"Second Class",10.11,High
43810,"First Class",14.24,Medium
43811,"First Class",4.90,Medium
43812,"Standard Class",131.18,Medium
43813,"Standard Class",7.05,Medium
43814,"Standard Class",0.52,Medium
43815,"Second Class",7.51,High
43816,"Second Class",0.28,High
43817,"Second Class",1.57,High
43818,"Second Class",0.02,High
43819,"Standard Class",5.52,High
43820,"Standard Class",0.46,High
43821,"Second Class",155.31,High
43822,"Second Class",4.48,High
43823,"First Class",2.10,High
43824,"Standard Class",10.17,High
43825,"Standard Class",2.00,Medium
43826,"Second Class",82.73,Medium
43827,"Second Class",1.67,Medium
43828,"Second Class",2.15,Medium
43829,"Second Class",50.77,Medium
43830,"Standard Class",62.59,Low
43831,"Standard Class",14.30,Low
43832,"Standard Class",0.67,Medium
43833,"First Class",2.45,Medium
43834,"Standard Class",2.63,High
43835,"Second Class",236.26,Medium
43836,"Standard Class",6.58,Low
43837,"Second Class",5.41,High
43838,"Second Class",65.33,High
43839,"Second Class",7.75,Medium
43840,"Second Class",1.99,Medium
43841,"Second Class",0.79,Medium
43842,"Second Class",45.65,Medium
43843,"First Class",0.39,Medium
43844,"First Class",1.45,Medium
43845,"Second Class",9.62,High
43846,"Second Class",1.63,High
43847,"Standard Class",1.17,High
43848,"Standard Class",20.54,High
43849,"Standard Class",7.54,High
43850,"Standard Class",2.72,High
43851,"Second Class",0.04,Medium
43852,"Second Class",0.40,Medium
43853,"Second Class",91.69,Medium
43854,"Second Class",28.76,Medium
43855,"Second Class",0.36,Medium
43856,"Second Class",0.50,Medium
43857,"Standard Class",0.95,High
43858,"Standard Class",6.33,High
43859,"Standard Class",3.36,Medium
43860,"Standard Class",0.19,Medium
43861,"Standard Class",11.89,Medium
43862,"Standard Class",4.75,Medium
43863,"Standard Class",0.62,Medium
43864,"Standard Class",0.91,Medium
43865,"Second Class",84.97,Medium
43866,"Same Day",6.80,Medium
43867,"Same Day",34.26,Medium
43868,"Same Day",29.28,Medium
43869,"First Class",5.81,High
43870,"First Class",10.00,High
43871,"First Class",27.44,High
43872,"Standard Class",17.02,Medium
43873,"First Class",1.01,Critical
43874,"First Class",0.60,Critical
43875,"Standard Class",2.75,High
43876,"First Class",95.49,Critical
43877,"First Class",11.19,Critical
43878,"First Class",76.25,Critical
43879,"First Class",0.54,Critical
43880,"First Class",1.00,Critical
43881,"First Class",72.60,Critical
43882,"Standard Class",0.26,Medium
43883,"Second Class",1.83,Medium
43884,"Second Class",0.27,Medium
43885,"Standard Class",4.48,Medium
43886,"Standard Class",0.33,Medium
43887,"Standard Class",8.24,Medium
43888,"Standard Class",1.10,Medium
43889,"First Class",8.97,High
43890,"First Class",4.97,High
43891,"First Class",1.20,High
43892,"Standard Class",1.91,Medium
43893,"Second Class",37.24,High
43894,"First Class",0.71,High
43895,"Standard Class",0.81,Medium
43896,"Same Day",16.06,Medium
43897,"First Class",18.45,Medium
43898,"Second Class",43.58,High
43899,"Standard Class",3.42,Medium
43900,"Standard Class",15.79,Medium
43901,"Second Class",4.45,Critical
43902,"Standard Class",10.03,Medium
43903,"Standard Class",0.30,Medium
43904,"Standard Class",1.11,Medium
43905,"Standard Class",0.76,Medium
43906,"Standard Class",2.23,Medium
43907,"Standard Class",42.92,Medium
43908,"Same Day",2.89,High
43909,"Same Day",20.45,High
43910,"Same Day",12.77,High
43911,"Same Day",26.84,High
43912,"Standard Class",0.34,Medium
43913,"Standard Class",0.89,High
43914,"Standard Class",16.18,High
43915,"Second Class",21.86,Critical
43916,"Second Class",7.32,Critical
43917,"Second Class",4.94,Critical
43918,"Standard Class",1.90,Medium
43919,"Second Class",42.73,Medium
43920,"Second Class",1.12,Critical
43921,"Second Class",158.38,Critical
43922,"Standard Class",4.08,Medium
43923,"Standard Class",0.25,Medium
43924,"Standard Class",5.83,Medium
43925,"Standard Class",2.24,Medium
43926,"Standard Class",6.73,Medium
43927,"Standard Class",0.25,Medium
43928,"Standard Class",3.79,Medium
43929,"Standard Class",4.52,Medium
43930,"Standard Class",3.34,Medium
43931,"Same Day",3.08,Critical
43932,"Same Day",1.29,Critical
43933,"Same Day",50.09,Critical
43934,"Second Class",27.32,High
43935,"Second Class",6.82,High
43936,"Second Class",7.23,Medium
43937,"Standard Class",0.53,Medium
43938,"Standard Class",3.42,Medium
43939,"Second Class",5.99,High
43940,"Second Class",1.46,High
43941,"Standard Class",27.90,Medium
43942,"Standard Class",2.29,Low
43943,"Standard Class",1.49,Medium
43944,"Standard Class",7.28,High
43945,"Second Class",3.35,High
43946,"Standard Class",45.81,High
43947,"Standard Class",3.16,Low
43948,"Standard Class",61.14,Low
43949,"Standard Class",6.05,Low
43950,"Standard Class",11.68,Low
43951,"Second Class",73.28,High
43952,"Second Class",36.97,High
43953,"First Class",0.57,High
43954,"Second Class",1.99,Medium
43955,"Second Class",18.57,Medium
43956,"Second Class",1.49,Medium
43957,"Standard Class",6.90,Medium
43958,"Standard Class",220.39,Medium
43959,"Standard Class",6.18,Medium
43960,"First Class",0.39,Critical
43961,"Standard Class",9.69,High
43962,"Standard Class",14.34,High
43963,"Standard Class",1.70,Medium
43964,"Standard Class",1.44,Medium
43965,"Standard Class",101.70,Medium
43966,"Standard Class",22.15,Medium
43967,"Standard Class",5.65,Medium
43968,"Standard Class",8.56,Medium
43969,"Standard Class",3.08,Medium
43970,"Standard Class",0.61,Medium
43971,"Standard Class",52.31,High
43972,"Standard Class",8.98,High
43973,"Standard Class",0.75,Low
43974,"Standard Class",0.98,High
43975,"Second Class",31.41,Medium
43976,"Second Class",8.39,High
43977,"Second Class",2.50,High
43978,"Second Class",14.04,High
43979,"Second Class",46.58,High
43980,"Standard Class",0.84,Medium
43981,"Standard Class",0.46,Medium
43982,"First Class",0.99,Medium
43983,"First Class",2.71,Medium
43984,"First Class",1.46,Medium
43985,"Standard Class",2.04,Medium
43986,"Standard Class",11.51,Medium
43987,"Standard Class",25.80,Medium
43988,"Standard Class",2.20,Medium
43989,"Second Class",63.77,Medium
43990,"Second Class",27.28,Medium
43991,"Second Class",1.47,High
43992,"Standard Class",1.63,Medium
43993,"Standard Class",1.35,Medium
43994,"Standard Class",4.99,Medium
43995,"Standard Class",0.10,Medium
43996,"Standard Class",14.89,Medium
43997,"Standard Class",0.47,Medium
43998,"Standard Class",0.36,Medium
43999,"Second Class",5.75,Medium
44000,"Second Class",8.32,Medium
44001,"Second Class",50.30,Medium
44002,"Standard Class",2.25,Medium
44003,"Second Class",6.54,Critical
44004,"Second Class",7.92,Critical
44005,"Standard Class",0.26,Medium
44006,"Second Class",1.40,High
44007,"Second Class",4.49,High
44008,"Second Class",0.93,High
44009,"Second Class",3.18,High
44010,"Second Class",0.84,High
44011,"Second Class",5.04,High
44012,"Second Class",33.51,High
44013,"Standard Class",8.60,Medium
44014,"Standard Class",5.70,Medium
44015,"Second Class",4.08,Medium
44016,"Second Class",24.21,Medium
44017,"Second Class",36.42,High
44018,"Second Class",6.22,High
44019,"Standard Class",5.15,Medium
44020,"Standard Class",7.98,Medium
44021,"Standard Class",44.10,Medium
44022,"Standard Class",5.24,Medium
44023,"Standard Class",2.13,Medium
44024,"Standard Class",0.80,Medium
44025,"Second Class",138.18,High
44026,"Second Class",9.81,High
44027,"Standard Class",3.48,Medium
44028,"Standard Class",8.07,Medium
44029,"Same Day",3.60,Critical
44030,"Standard Class",0.23,Medium
44031,"Standard Class",5.95,Medium
44032,"Standard Class",2.66,Medium
44033,"Second Class",55.96,High
44034,"Second Class",9.79,High
44035,"Second Class",1.62,Medium
44036,"Standard Class",28.40,Medium
44037,"Standard Class",0.64,Medium
44038,"Standard Class",0.97,Medium
44039,"Second Class",5.25,Medium
44040,"Second Class",2.87,Medium
44041,"Second Class",10.14,Medium
44042,"Second Class",7.59,Medium
44043,"Standard Class",8.22,Medium
44044,"Standard Class",4.99,Medium
44045,"First Class",22.71,High
44046,"Second Class",0.20,Medium
44047,"Second Class",0.58,Medium
44048,"Second Class",0.91,Medium
44049,"Second Class",34.29,Medium
44050,"Second Class",3.27,Medium
44051,"Second Class",1.08,Medium
44052,"Standard Class",1.15,High
44053,"Standard Class",2.80,High
44054,"Standard Class",3.41,Low
44055,"Standard Class",2.84,Low
44056,"Standard Class",1.42,Medium
44057,"Standard Class",0.98,Medium
44058,"Second Class",1.74,High
44059,"Second Class",21.97,High
44060,"Second Class",34.03,High
44061,"Second Class",20.32,High
44062,"Standard Class",0.77,Medium
44063,"Standard Class",1.07,Medium
44064,"Standard Class",8.11,Medium
44065,"First Class",0.25,Medium
44066,"First Class",9.78,Medium
44067,"First Class",1.64,Medium
44068,"Standard Class",54.42,High
44069,"Second Class",0.94,Medium
44070,"Second Class",1.38,Medium
44071,"Second Class",12.38,Medium
44072,"Standard Class",1.49,Medium
44073,"Standard Class",0.31,Medium
44074,"Standard Class",0.41,Medium
44075,"Standard Class",24.97,Medium
44076,"Standard Class",1.88,Medium
44077,"Standard Class",0.71,Medium
44078,"Standard Class",1.65,Medium
44079,"Standard Class",0.14,Medium
44080,"Standard Class",7.27,Medium
44081,"Standard Class",0.05,Medium
44082,"Standard Class",0.30,Medium
44083,"Standard Class",0.36,Medium
44084,"Second Class",25.04,Critical
44085,"Second Class",4.47,Critical
44086,"Second Class",14.68,Critical
44087,"Standard Class",1.33,Medium
44088,"Standard Class",0.38,Medium
44089,"Standard Class",0.46,Medium
44090,"First Class",12.32,Critical
44091,"Standard Class",88.97,Medium
44092,"Standard Class",1.00,Medium
44093,"Same Day",49.51,High
44094,"Same Day",42.30,High
44095,"Standard Class",29.50,High
44096,"Standard Class",0.36,High
44097,"First Class",2.62,High
44098,"Same Day",47.98,Medium
44099,"Same Day",0.99,Medium
44100,"Same Day",3.18,High
44101,"Standard Class",1.75,Medium
44102,"Standard Class",5.79,Medium
44103,"Standard Class",11.42,Medium
44104,"Standard Class",10.24,Medium
44105,"Standard Class",0.72,Medium
44106,"Standard Class",18.15,High
44107,"Standard Class",24.74,High
44108,"Second Class",5.28,High
44109,"Same Day",1.34,High
44110,"Standard Class",1.90,Medium
44111,"Standard Class",2.07,Medium
44112,"Standard Class",0.57,Medium
44113,"Standard Class",3.61,Low
44114,"Standard Class",6.52,Low
44115,"Second Class",10.38,High
44116,"Second Class",8.97,High
44117,"Standard Class",3.81,Low
44118,"Standard Class",0.59,Medium
44119,"Same Day",14.79,Critical
44120,"Same Day",71.38,Critical
44121,"Same Day",3.57,Critical
44122,"Same Day",22.06,Critical
44123,"Standard Class",9.38,High
44124,"First Class",0.67,Medium
44125,"First Class",5.59,Medium
44126,"Standard Class",0.80,Medium
44127,"Standard Class",7.03,Low
44128,"Second Class",2.15,High
44129,"Standard Class",11.18,High
44130,"Standard Class",2.68,High
44131,"Standard Class",32.24,High
44132,"Standard Class",9.98,Medium
44133,"Standard Class",24.20,Medium
44134,"Standard Class",0.87,Low
44135,"Standard Class",5.65,Medium
44136,"Same Day",6.27,Critical
44137,"Same Day",8.15,Critical
44138,"Same Day",18.76,Critical
44139,"Same Day",2.82,Critical
44140,"Same Day",415.01,Critical
44141,"Same Day",84.03,Critical
44142,"Second Class",3.59,High
44143,"Standard Class",0.27,Medium
44144,"Standard Class",0.20,Medium
44145,"Standard Class",1.24,Low
44146,"Standard Class",33.40,Low
44147,"Standard Class",37.24,Low
44148,"Standard Class",0.75,Medium
44149,"Standard Class",3.97,Medium
44150,"Standard Class",11.35,Medium
44151,"Standard Class",2.90,Medium
44152,"First Class",38.35,Critical
44153,"First Class",3.77,High
44154,"First Class",15.29,High
44155,"First Class",2.82,High
44156,"Standard Class",100.37,Medium
44157,"Standard Class",0.18,Medium
44158,"Standard Class",15.12,Medium
44159,"Standard Class",1.55,Medium
44160,"Standard Class",36.27,Low
44161,"Standard Class",228.70,Low
44162,"Standard Class",4.88,Low
44163,"Second Class",24.87,Medium
44164,"Second Class",7.93,Medium
44165,"Second Class",7.09,High
44166,"Standard Class",3.45,Low
44167,"Standard Class",5.91,Medium
44168,"Standard Class",15.80,Medium
44169,"Standard Class",23.54,Medium
44170,"Standard Class",5.33,Medium
44171,"Standard Class",3.70,Medium
44172,"Second Class",2.65,Medium
44173,"Second Class",0.92,Medium
44174,"Second Class",6.42,Medium
44175,"Second Class",7.92,Medium
44176,"Second Class",1.62,Medium
44177,"Second Class",49.13,Medium
44178,"Standard Class",0.43,Medium
44179,"Second Class",50.19,High
44180,"Second Class",2.17,High
44181,"Second Class",2.39,High
44182,"Second Class",303.45,High
44183,"Standard Class",3.14,High
44184,"Standard Class",9.18,Low
44185,"Second Class",1.45,Critical
44186,"Standard Class",9.85,Low
44187,"Standard Class",0.85,Medium
44188,"Standard Class",34.49,Medium
44189,"Standard Class",1.90,Medium
44190,"Standard Class",12.23,Medium
44191,"Standard Class",1.33,Medium
44192,"Standard Class",23.63,Medium
44193,"Standard Class",1.10,Medium
44194,"First Class",60.04,Critical
44195,"First Class",12.59,Critical
44196,"First Class",2.79,Critical
44197,"First Class",15.77,Critical
44198,"Standard Class",0.86,High
44199,"Standard Class",29.45,High
44200,"First Class",6.10,Critical
44201,"First Class",8.30,Critical
44202,"Standard Class",0.76,Medium
44203,"Standard Class",3.49,Medium
44204,"Standard Class",7.95,Medium
44205,"Standard Class",0.17,Medium
44206,"Standard Class",0.43,Medium
44207,"First Class",17.05,High
44208,"First Class",4.48,High
44209,"First Class",2.71,High
44210,"Second Class",0.29,Medium
44211,"Standard Class",0.32,Medium
44212,"Standard Class",5.09,Medium
44213,"First Class",2.50,High
44214,"First Class",24.63,High
44215,"First Class",1.64,High
44216,"Standard Class",1.37,Medium
44217,"Standard Class",0.70,Medium
44218,"Second Class",3.19,Medium
44219,"Standard Class",3.71,Medium
44220,"Standard Class",5.26,High
44221,"First Class",3.33,Critical
44222,"Standard Class",10.36,Medium
44223,"Standard Class",1.03,Medium
44224,"First Class",3.28,High
44225,"First Class",3.10,High
44226,"First Class",2.24,High
44227,"First Class",6.70,High
44228,"First Class",164.36,High
44229,"First Class",18.19,High
44230,"First Class",65.81,High
44231,"Standard Class",25.69,Medium
44232,"Same Day",72.83,Medium
44233,"Same Day",4.25,Medium
44234,"Standard Class",1.35,Medium
44235,"Standard Class",30.37,Medium
44236,"Standard Class",4.97,Medium
44237,"Standard Class",40.36,Medium
44238,"Standard Class",20.44,Medium
44239,"Standard Class",9.95,High
44240,"First Class",3.43,High
44241,"First Class",17.58,High
44242,"Standard Class",5.34,Medium
44243,"Standard Class",1.76,Medium
44244,"Second Class",1.38,High
44245,"Second Class",10.51,High
44246,"Standard Class",7.17,Medium
44247,"Standard Class",2.27,Medium
44248,"Standard Class",2.64,Medium
44249,"First Class",34.96,High
44250,"First Class",6.65,High
44251,"First Class",2.16,High
44252,"First Class",3.51,High
44253,"First Class",4.85,High
44254,"First Class",2.21,High
44255,"Standard Class",0.17,Medium
44256,"First Class",7.80,High
44257,"First Class",10.41,High
44258,"First Class",35.55,High
44259,"Standard Class",2.26,Medium
44260,"Standard Class",2.16,Medium
44261,"Standard Class",0.30,Medium
44262,"Standard Class",20.59,Medium
44263,"Second Class",20.21,High
44264,"Standard Class",1.47,Medium
44265,"Second Class",3.77,Medium
44266,"Second Class",8.67,Medium
44267,"Standard Class",6.39,Medium
44268,"Same Day",17.33,Medium
44269,"Same Day",66.87,Medium
44270,"Standard Class",82.46,Low
44271,"Standard Class",6.67,Low
44272,"Standard Class",2.75,Medium
44273,"Second Class",8.33,High
44274,"Second Class",8.63,High
44275,"Second Class",3.47,High
44276,"Second Class",304.50,Critical
44277,"Standard Class",9.84,High
44278,"Standard Class",13.43,High
44279,"Standard Class",1.05,High
44280,"Standard Class",0.70,High
44281,"Standard Class",30.71,High
44282,"First Class",29.98,High
44283,"First Class",35.88,High
44284,"Standard Class",0.48,High
44285,"Second Class",20.00,Medium
44286,"Standard Class",0.71,High
44287,"Standard Class",3.38,Low
44288,"Standard Class",56.51,Low
44289,"Standard Class",23.28,Medium
44290,"Standard Class",0.56,Medium
44291,"Standard Class",2.79,Medium
44292,"Second Class",7.31,Medium
44293,"Second Class",5.50,Medium
44294,"Second Class",13.07,Medium
44295,"Second Class",8.11,Medium
44296,"Standard Class",47.58,Medium
44297,"Standard Class",2.37,Medium
44298,"Standard Class",0.35,Medium
44299,"First Class",6.25,High
44300,"Second Class",3.66,High
44301,"Standard Class",0.82,Medium
44302,"Standard Class",0.51,Medium
44303,"Standard Class",68.89,Low
44304,"Standard Class",26.11,Low
44305,"Standard Class",13.90,Low
44306,"Standard Class",21.25,Medium
44307,"First Class",18.35,Medium
44308,"Second Class",32.24,Medium
44309,"Standard Class",2.60,Medium
44310,"First Class",2.69,Medium
44311,"Standard Class",16.17,Medium
44312,"Standard Class",4.16,Medium
44313,"Standard Class",4.83,Low
44314,"Standard Class",6.02,Low
44315,"Standard Class",0.26,Medium
44316,"First Class",8.04,Critical
44317,"Standard Class",1.69,Medium
44318,"Same Day",0.71,High
44319,"Same Day",13.98,High
44320,"Same Day",2.11,High
44321,"Same Day",0.89,High
44322,"Same Day",30.21,High
44323,"Same Day",4.17,High
44324,"Same Day",1.12,High
44325,"Same Day",4.05,High
44326,"Same Day",8.30,High
44327,"Same Day",7.67,High
44328,"Same Day",0.57,High
44329,"Same Day",0.88,High
44330,"Same Day",3.27,High
44331,"Standard Class",4.06,Medium
44332,"Second Class",18.09,High
44333,"Second Class",61.00,High
44334,"Standard Class",45.40,Medium
44335,"Standard Class",3.07,Medium
44336,"Standard Class",0.92,Medium
44337,"Standard Class",3.49,Medium
44338,"First Class",2.19,Medium
44339,"Standard Class",6.07,Medium
44340,"Second Class",7.35,High
44341,"First Class",3.02,Medium
44342,"Standard Class",8.39,High
44343,"Standard Class",5.63,High
44344,"First Class",26.85,Medium
44345,"First Class",45.67,Medium
44346,"Second Class",10.32,Critical
44347,"First Class",39.92,High
44348,"Standard Class",28.48,Medium
44349,"Standard Class",2.78,Medium
44350,"Standard Class",145.21,Medium
44351,"Standard Class",85.21,Medium
44352,"Standard Class",0.68,Medium
44353,"Standard Class",0.47,Medium
44354,"Standard Class",4.39,Medium
44355,"Standard Class",9.43,Medium
44356,"Standard Class",0.45,Medium
44357,"Standard Class",1.34,Medium
44358,"Standard Class",0.34,Medium
44359,"Standard Class",17.54,Medium
44360,"Standard Class",1.52,Medium
44361,"Standard Class",5.74,Medium
44362,"Standard Class",2.45,Medium
44363,"Second Class",12.80,High
44364,"Standard Class",3.30,Medium
44365,"Standard Class",152.36,Medium
44366,"Standard Class",0.73,Medium
44367,"Standard Class",19.42,Medium
44368,"Standard Class",72.52,Medium
44369,"Second Class",47.45,High
44370,"Second Class",0.50,High
44371,"First Class",0.42,Medium
44372,"First Class",1.98,Medium
44373,"First Class",1.63,Medium
44374,"Standard Class",6.55,High
44375,"Standard Class",15.61,Low
44376,"Standard Class",76.99,Low
44377,"Standard Class",14.94,High
44378,"Standard Class",10.72,High
44379,"Standard Class",8.98,Medium
44380,"Standard Class",1.25,Medium
44381,"Standard Class",14.70,Medium
44382,"Standard Class",1.27,Medium
44383,"Standard Class",5.26,Medium
44384,"Standard Class",36.27,Medium
44385,"Standard Class",2.78,Medium
44386,"Standard Class",12.09,Medium
44387,"First Class",12.36,High
44388,"First Class",2.39,High
44389,"First Class",8.67,High
44390,"Standard Class",1.37,Medium
44391,"Standard Class",1.94,Medium
44392,"Standard Class",1.00,Medium
44393,"Standard Class",2.94,Medium
44394,"Standard Class",2.73,High
44395,"Standard Class",2.71,High
44396,"Standard Class",95.80,Low
44397,"Standard Class",9.76,Low
44398,"Same Day",1.52,Medium
44399,"Same Day",57.66,Medium
44400,"Standard Class",1.04,Medium
44401,"Standard Class",31.47,Medium
44402,"Standard Class",0.79,Medium
44403,"Standard Class",7.63,Medium
44404,"Second Class",12.98,Medium
44405,"Second Class",11.91,Medium
44406,"Standard Class",3.23,Medium
44407,"Standard Class",29.11,Medium
44408,"Standard Class",0.25,Medium
44409,"Standard Class",14.64,Medium
44410,"Standard Class",10.84,Medium
44411,"Standard Class",4.49,Medium
44412,"First Class",9.71,Critical
44413,"Standard Class",2.53,Medium
44414,"Standard Class",18.67,Medium
44415,"Standard Class",105.42,Medium
44416,"Standard Class",5.60,High
44417,"Standard Class",1.72,High
44418,"Standard Class",29.78,Medium
44419,"First Class",1.90,High
44420,"First Class",4.59,High
44421,"Second Class",23.11,High
44422,"Standard Class",10.52,Medium
44423,"Standard Class",61.89,Medium
44424,"Standard Class",22.55,Medium
44425,"Standard Class",12.67,Medium
44426,"Standard Class",3.56,Medium
44427,"First Class",13.58,High
44428,"Standard Class",0.36,Medium
44429,"Standard Class",1.15,Medium
44430,"Standard Class",2.51,Medium
44431,"Standard Class",8.61,Medium
44432,"Standard Class",2.57,Low
44433,"Standard Class",7.77,Medium
44434,"Same Day",2.72,Medium
44435,"Same Day",29.43,Medium
44436,"Standard Class",21.61,High
44437,"Second Class",3.31,Medium
44438,"Second Class",3.90,Medium
44439,"Standard Class",2.30,Medium
44440,"Standard Class",23.89,Medium
44441,"Standard Class",3.43,High
44442,"Standard Class",1.99,High
44443,"Standard Class",2.98,Medium
44444,"Second Class",19.74,High
44445,"First Class",7.50,High
44446,"Standard Class",61.14,Medium
44447,"Standard Class",4.24,Medium
44448,"Standard Class",2.26,Medium
44449,"Standard Class",16.53,Medium
44450,"Standard Class",1.90,Medium
44451,"Standard Class",1.39,Medium
44452,"Second Class",2.37,High
44453,"Same Day",1.95,High
44454,"Same Day",4.23,High
44455,"Same Day",27.21,High
44456,"Same Day",10.85,High
44457,"Second Class",11.16,Critical
44458,"First Class",1.33,High
44459,"Standard Class",1.96,Medium
44460,"Standard Class",1.64,Medium
44461,"Standard Class",1.94,Medium
44462,"Standard Class",1.17,High
44463,"Second Class",1.43,Medium
44464,"Standard Class",0.27,Medium
44465,"Standard Class",0.64,Medium
44466,"First Class",3.48,Critical
44467,"First Class",5.75,Critical
44468,"First Class",2.09,Critical
44469,"Same Day",5.02,Critical
44470,"Same Day",9.25,Critical
44471,"Same Day",2.69,Critical
44472,"First Class",10.56,High
44473,"First Class",54.36,High
44474,"First Class",36.84,High
44475,"First Class",7.55,High
44476,"First Class",2.95,High
44477,"Second Class",74.00,High
44478,"Second Class",3.63,High
44479,"Standard Class",8.09,Low
44480,"Standard Class",1.67,Low
44481,"Second Class",19.89,Critical
44482,"Second Class",100.06,Critical
44483,"Second Class",88.14,Critical
44484,"Second Class",4.26,Critical
44485,"First Class",76.48,Critical
44486,"Standard Class",3.93,Medium
44487,"Same Day",21.87,Medium
44488,"First Class",0.84,Critical
44489,"First Class",6.42,Critical
44490,"First Class",3.48,Critical
44491,"Standard Class",17.02,Medium
44492,"Standard Class",16.64,Medium
44493,"Standard Class",98.08,Medium
44494,"Standard Class",4.95,Medium
44495,"Second Class",1.31,High
44496,"Second Class",54.80,High
44497,"Standard Class",3.91,Medium
44498,"Standard Class",1.02,Medium
44499,"Standard Class",11.37,Low
44500,"Same Day",1.94,Medium
44501,"Same Day",8.42,Medium
44502,"Same Day",24.42,Medium
44503,"Same Day",19.52,Medium
44504,"Standard Class",11.75,Medium
44505,"Standard Class",0.43,Medium
44506,"Standard Class",2.40,Medium
44507,"Standard Class",2.36,Medium
44508,"Second Class",53.08,Critical
44509,"Standard Class",2.49,Medium
44510,"Standard Class",9.61,Medium
44511,"Standard Class",1.40,Medium
44512,"Standard Class",0.28,Medium
44513,"Standard Class",0.45,Medium
44514,"Standard Class",14.64,Medium
44515,"Same Day",1.99,High
44516,"Same Day",13.43,Medium
44517,"Same Day",2.72,Medium
44518,"Same Day",0.97,Medium
44519,"Same Day",3.28,Medium
44520,"Same Day",4.45,Medium
44521,"Standard Class",166.44,Medium
44522,"Standard Class",9.66,Medium
44523,"Standard Class",19.41,Medium
44524,"Standard Class",2.89,Medium
44525,"Second Class",0.69,Critical
44526,"Second Class",9.65,Critical
44527,"Standard Class",7.83,Medium
44528,"Standard Class",1.74,Medium
44529,"Standard Class",0.55,Medium
44530,"Standard Class",1.85,Medium
44531,"Standard Class",17.42,High
44532,"Standard Class",2.01,High
44533,"Standard Class",15.52,High
44534,"Standard Class",2.07,High
44535,"Standard Class",18.22,High
44536,"Standard Class",41.24,High
44537,"Standard Class",40.79,Medium
44538,"Standard Class",2.80,Medium
44539,"First Class",0.78,Medium
44540,"Standard Class",75.39,High
44541,"Standard Class",8.39,Medium
44542,"Standard Class",9.85,High
44543,"Standard Class",45.63,Medium
44544,"Standard Class",18.91,Medium
44545,"Standard Class",0.36,Medium
44546,"Second Class",2.97,Medium
44547,"Second Class",2.45,Medium
44548,"Standard Class",3.05,Medium
44549,"Standard Class",3.29,High
44550,"Standard Class",0.45,High
44551,"First Class",3.61,High
44552,"First Class",0.57,High
44553,"First Class",2.00,High
44554,"First Class",0.33,High
44555,"First Class",5.10,High
44556,"First Class",1.31,High
44557,"First Class",7.13,High
44558,"Standard Class",3.61,Medium
44559,"Standard Class",1.89,Medium
44560,"Standard Class",41.11,Medium
44561,"Standard Class",7.71,Medium
44562,"Standard Class",1.07,Medium
44563,"Standard Class",1.83,Medium
44564,"Standard Class",13.96,Medium
44565,"Standard Class",1.38,Medium
44566,"Standard Class",4.36,Medium
